transaction_id,payment_method,device_type,city_tier,network_type,hour_of_day,amount,amount_bucket,past_failed_attempts,success
TXN_015347,UPI,Android,Tier 2,5G,3,270.72,low,0,1
TXN_015348,UPI,Android,Tier 2,Wifi,22,27102.1,ultra_high,1,1
TXN_015349,Card,Android,Tier 2,Wifi,5,1412.02,med,2,0
TXN_015350,Card,iOS,Tier 2,3G,9,2863.35,high,0,0
TXN_015351,PayLater,iOS,Tier 2,5G,18,571.78,med,0,1
TXN_015352,UPI,Android,Tier 1,4G,23,754.8,med,3,0
TXN_015353,UPI,Android,Tier 2,Wifi,4,89.2,low,0,1
TXN_015354,UPI,Android,Tier 2,4G,5,1310.29,med,2,0
TXN_015355,UPI,Android,Tier 3,3G,13,183.35,low,0,1
TXN_015356,UPI,Android,Tier 1,4G,14,426.82,low,0,1
TXN_015357,PayLater,Android,Tier 1,4G,18,375.71,low,0,1
TXN_015358,Netbanking,iOS,Tier 2,4G,18,117.86,low,0,0
TXN_015359,UPI,Android,Tier 2,5G,6,506.59,med,0,1
TXN_015360,Card,Android,Tier 1,4G,21,2371.04,high,0,1
TXN_015361,UPI,Android,Tier 2,Wifi,17,167.93,low,0,1
TXN_015362,UPI,Desktop,Tier 1,4G,11,1474.4,med,1,1
TXN_015363,Card,Android,Tier 3,4G,7,882.67,med,1,0
TXN_015364,UPI,iOS,Tier 1,4G,20,787.33,med,1,1
TXN_015365,PayLater,Desktop,Tier 1,4G,22,74.09,low,0,1
TXN_015366,Card,iOS,Tier 1,4G,2,387.84,low,0,1
TXN_015367,UPI,Desktop,Tier 2,4G,14,7174.66,high,1,1
TXN_015368,Netbanking,Android,Tier 1,4G,9,369.93,low,1,0
TXN_015369,UPI,Android,Tier 2,4G,20,1552.22,med,0,1
TXN_015370,UPI,Android,Tier 3,4G,18,454.42,low,0,1
TXN_015371,UPI,Android,Tier 1,5G,11,177.34,low,0,1
TXN_015372,UPI,Android,Tier 2,4G,2,399.83,low,0,1
TXN_015373,Netbanking,Android,Tier 1,4G,13,4429.56,high,0,1
TXN_015374,UPI,Android,Tier 1,4G,16,3582.89,high,1,1
TXN_015375,Netbanking,iOS,Tier 1,5G,2,167.37,low,0,1
TXN_015376,Card,Android,Tier 1,4G,6,407.88,low,0,1
TXN_015377,UPI,Android,Tier 2,5G,16,197.78,low,0,1
TXN_015378,Netbanking,Desktop,Tier 1,3G,14,472.94,low,1,1
TXN_015379,UPI,Android,Tier 3,4G,19,1804.99,med,0,1
TXN_015380,UPI,iOS,Tier 2,4G,9,1141.67,med,0,1
TXN_015381,UPI,iOS,Tier 2,4G,6,4087.17,high,0,1
TXN_015382,UPI,Android,Tier 3,4G,21,16339.98,ultra_high,1,1
TXN_015383,UPI,Android,Tier 3,4G,19,1206.35,med,0,1
TXN_015384,Card,Android,Tier 2,4G,2,2662.55,high,0,1
TXN_015385,UPI,iOS,Tier 2,Wifi,21,10393.11,ultra_high,0,1
TXN_015386,UPI,Android,Tier 1,4G,14,280.61,low,0,1
TXN_015387,PayLater,Android,Tier 2,4G,19,4674.99,high,0,1
TXN_015388,Card,iOS,Tier 2,5G,4,454.51,low,1,1
TXN_015389,Netbanking,Android,Tier 3,4G,1,1917.44,med,0,0
TXN_015390,UPI,iOS,Tier 1,4G,8,343.44,low,1,1
TXN_015391,Card,iOS,Tier 1,5G,17,5418.87,high,0,1
TXN_015392,Netbanking,iOS,Tier 1,4G,12,1508.15,med,0,1
TXN_015393,Card,iOS,Tier 3,Wifi,19,794.05,med,0,1
TXN_015394,Card,Android,Tier 1,4G,23,870.15,med,0,1
TXN_015395,UPI,Desktop,Tier 2,5G,6,25097.33,ultra_high,0,1
TXN_015396,UPI,Android,Tier 2,5G,3,839.86,med,1,1
TXN_015397,UPI,Android,Tier 1,4G,7,123.79,low,1,1
TXN_015398,UPI,Android,Tier 2,4G,5,487.46,low,0,1
TXN_015399,Netbanking,Desktop,Tier 2,4G,23,3049.22,high,0,1
TXN_015400,UPI,Android,Tier 1,Wifi,3,8432.31,high,0,1
TXN_015401,PayLater,iOS,Tier 2,5G,4,2074.22,high,0,0
TXN_015402,PayLater,Android,Tier 3,4G,19,137.28,low,3,1
TXN_015403,UPI,iOS,Tier 3,5G,22,380.69,low,2,0
TXN_015404,UPI,iOS,Tier 2,5G,19,534.78,med,0,1
TXN_015405,Wallet,Android,Tier 2,3G,20,1270.58,med,1,1
TXN_015406,PayLater,Android,Tier 1,4G,8,925.71,med,0,1
TXN_015407,UPI,Android,Tier 3,Wifi,7,2804.13,high,1,1
TXN_015408,UPI,Android,Tier 1,4G,1,374.68,low,2,1
TXN_015409,UPI,Android,Tier 2,Wifi,6,823.51,med,0,1
TXN_015410,Card,Android,Tier 1,4G,17,409.84,low,0,0
TXN_015411,UPI,Android,Tier 1,4G,9,1254.09,med,2,1
TXN_015412,Card,Android,Tier 1,Wifi,2,346.15,low,0,0
TXN_015413,UPI,Android,Tier 2,Wifi,16,1433.55,med,0,1
TXN_015414,UPI,Android,Tier 2,4G,1,2025.91,high,0,1
TXN_015415,UPI,Desktop,Tier 2,5G,2,1718.59,med,1,1
TXN_015416,UPI,Android,Tier 1,4G,4,520.55,med,0,1
TXN_015417,UPI,Android,Tier 3,4G,12,4542.22,high,0,1
TXN_015418,UPI,Android,Tier 1,4G,12,1142.2,med,1,1
TXN_015419,UPI,Android,Tier 1,4G,5,3082.55,high,2,1
TXN_015420,UPI,Desktop,Tier 2,5G,13,10428.87,ultra_high,0,1
TXN_015421,UPI,Android,Tier 3,4G,22,6772.49,high,0,1
TXN_015422,PayLater,Android,Tier 1,4G,4,585.04,med,1,1
TXN_015423,UPI,Desktop,Tier 2,Wifi,20,3858.95,high,0,1
TXN_015424,UPI,Android,Tier 2,4G,23,15606.52,ultra_high,1,1
TXN_015425,Card,Android,Tier 3,5G,0,10130.87,ultra_high,0,1
TXN_015426,PayLater,Android,Tier 1,Wifi,8,216.92,low,0,1
TXN_015427,UPI,Android,Tier 2,4G,2,527.24,med,2,0
TXN_015428,Card,Desktop,Tier 1,4G,5,2920.06,high,0,1
TXN_015429,Card,Android,Tier 1,5G,3,3591.93,high,0,1
TXN_015430,Card,Desktop,Tier 1,5G,1,1921.86,med,4,0
TXN_015431,UPI,Desktop,Tier 3,5G,15,1245.71,med,0,1
TXN_015432,Card,Android,Tier 1,5G,5,5998.42,high,0,0
TXN_015433,UPI,Android,Tier 3,Wifi,13,654.52,med,0,1
TXN_015434,Card,Android,Tier 1,4G,9,1592.87,med,1,1
TXN_015435,Card,Android,Tier 3,5G,23,1119.53,med,1,1
TXN_015436,UPI,Android,Tier 2,4G,3,269.27,low,0,1
TXN_015437,Netbanking,Android,Tier 1,4G,23,1701.87,med,0,1
TXN_015438,UPI,Android,Tier 2,4G,6,360.88,low,0,1
TXN_015439,Netbanking,Desktop,Tier 1,4G,16,4304.8,high,2,0
TXN_015440,UPI,Android,Tier 1,Wifi,4,318.49,low,0,1
TXN_015441,UPI,Android,Tier 2,4G,13,285.83,low,2,1
TXN_015442,UPI,iOS,Tier 2,4G,15,718.17,med,0,1
TXN_015443,PayLater,Android,Tier 2,4G,7,4186.05,high,0,1
TXN_015444,UPI,Android,Tier 2,4G,15,641.99,med,0,1
TXN_015445,UPI,Android,Tier 1,5G,5,879.03,med,0,1
TXN_015446,UPI,Android,Tier 3,Wifi,10,1788.34,med,0,1
TXN_015447,Card,Android,Tier 3,Wifi,22,594.01,med,0,0
TXN_015448,UPI,Android,Tier 1,5G,1,36.29,low,0,0
TXN_015449,UPI,Android,Tier 1,5G,0,833.72,med,0,1
TXN_015450,UPI,Desktop,Tier 2,4G,8,703.09,med,0,1
TXN_015451,UPI,Android,Tier 2,5G,4,542.28,med,0,1
TXN_015452,UPI,Android,Tier 1,4G,1,825.04,med,1,1
TXN_015453,UPI,Android,Tier 1,3G,13,818.17,med,0,1
TXN_015454,Card,Android,Tier 2,3G,19,476.81,low,0,0
TXN_015455,UPI,Android,Tier 2,Wifi,12,709.36,med,1,1
TXN_015456,UPI,Desktop,Tier 1,4G,11,1771.44,med,0,1
TXN_015457,UPI,Android,Tier 3,4G,21,4237.98,high,0,1
TXN_015458,PayLater,Android,Tier 2,Wifi,8,452.81,low,3,1
TXN_015459,PayLater,Android,Tier 1,5G,23,3458.17,high,1,1
TXN_015460,Netbanking,Android,Tier 2,5G,5,1544.28,med,0,1
TXN_015461,UPI,Android,Tier 1,4G,3,168.31,low,0,1
TXN_015462,UPI,Android,Tier 2,Wifi,9,1660.09,med,0,1
TXN_015463,UPI,Android,Tier 1,5G,4,1316.98,med,0,1
TXN_015464,UPI,Android,Tier 1,4G,3,1868.1,med,0,1
TXN_015465,UPI,Android,Tier 1,Wifi,19,427.71,low,0,1
TXN_015466,Netbanking,Android,Tier 1,4G,23,186.72,low,1,1
TXN_015467,Netbanking,Android,Tier 2,5G,3,102.19,low,0,0
TXN_015468,Netbanking,Desktop,Tier 2,4G,12,1256.07,med,2,1
TXN_015469,UPI,Android,Tier 1,5G,15,2605.02,high,0,1
TXN_015470,Card,iOS,Tier 1,4G,10,1772.58,med,0,1
TXN_015471,UPI,Android,Tier 3,4G,18,1937.93,med,0,1
TXN_015472,UPI,Android,Tier 1,5G,17,5805.8,high,1,1
TXN_015473,Card,Android,Tier 1,4G,0,1568.67,med,0,1
TXN_015474,UPI,Android,Tier 2,Wifi,20,726.88,med,0,1
TXN_015475,UPI,Android,Tier 3,4G,3,8355.34,high,0,1
TXN_015476,UPI,Android,Tier 3,Wifi,8,512.28,med,2,1
TXN_015477,Card,iOS,Tier 2,4G,8,389.07,low,0,1
TXN_015478,Netbanking,Android,Tier 1,5G,10,4055.38,high,0,1
TXN_015479,UPI,Android,Tier 2,4G,4,104.56,low,0,1
TXN_015480,Netbanking,Android,Tier 1,4G,20,285.21,low,0,1
TXN_015481,UPI,iOS,Tier 1,5G,5,408.67,low,0,1
TXN_015482,UPI,Android,Tier 2,4G,19,232.03,low,0,1
TXN_015483,Card,Android,Tier 2,3G,5,1039.74,med,1,0
TXN_015484,Card,iOS,Tier 1,4G,7,9263.34,high,0,1
TXN_015485,PayLater,Android,Tier 1,Wifi,20,637.18,med,0,1
TXN_015486,UPI,Android,Tier 3,5G,23,137.33,low,0,1
TXN_015487,Card,Android,Tier 3,5G,23,155.44,low,0,1
TXN_015488,Card,iOS,Tier 2,4G,18,1592.09,med,0,0
TXN_015489,Wallet,Desktop,Tier 2,4G,21,868.03,med,0,1
TXN_015490,UPI,Desktop,Tier 3,4G,0,2633.29,high,0,0
TXN_015491,Netbanking,Android,Tier 2,5G,4,1292.13,med,0,0
TXN_015492,Card,Desktop,Tier 2,5G,22,401.34,low,0,1
TXN_015493,UPI,Android,Tier 1,5G,20,258.05,low,0,1
TXN_015494,UPI,Android,Tier 1,Wifi,18,310.43,low,0,1
TXN_015495,UPI,Android,Tier 2,4G,1,960.67,med,0,1
TXN_015496,Card,Android,Tier 1,4G,15,127.03,low,0,1
TXN_015497,Wallet,Android,Tier 1,4G,1,166.02,low,0,1
TXN_015498,Card,Android,Tier 2,Wifi,8,752.16,med,0,1
TXN_015499,Card,Desktop,Tier 1,4G,17,532.76,med,0,1
TXN_015500,UPI,Android,Tier 3,5G,15,1564.27,med,0,1
TXN_015501,UPI,Android,Tier 1,4G,6,682.59,med,1,1
TXN_015502,UPI,Desktop,Tier 2,4G,8,529.26,med,0,1
TXN_015503,UPI,Android,Tier 2,5G,11,1446.65,med,1,1
TXN_015504,UPI,Android,Tier 2,4G,18,1006.17,med,0,1
TXN_015505,UPI,Android,Tier 1,4G,22,1099.0,med,0,1
TXN_015506,UPI,Android,Tier 2,5G,0,31.2,low,2,1
TXN_015507,UPI,Android,Tier 3,4G,5,568.71,med,1,1
TXN_015508,UPI,Android,Tier 3,4G,1,698.21,med,0,1
TXN_015509,UPI,iOS,Tier 2,5G,16,1559.21,med,0,1
TXN_015510,UPI,Android,Tier 3,5G,20,5152.23,high,1,1
TXN_015511,Wallet,Android,Tier 1,4G,13,275.13,low,0,0
TXN_015512,Netbanking,Android,Tier 3,5G,12,359.48,low,0,1
TXN_015513,Card,Android,Tier 3,5G,21,3544.8,high,0,1
TXN_015514,UPI,Android,Tier 2,4G,10,741.2,med,0,1
TXN_015515,Netbanking,Desktop,Tier 2,5G,15,1251.05,med,0,1
TXN_015516,Netbanking,iOS,Tier 2,5G,17,236.57,low,0,1
TXN_015517,Netbanking,Android,Tier 1,4G,19,459.28,low,0,0
TXN_015518,UPI,Desktop,Tier 3,5G,2,676.1,med,0,1
TXN_015519,Card,Android,Tier 2,5G,0,7757.54,high,0,0
TXN_015520,Netbanking,Android,Tier 2,Wifi,13,2337.31,high,0,1
TXN_015521,Card,Android,Tier 2,5G,16,489.89,low,0,1
TXN_015522,Card,Android,Tier 3,4G,2,722.37,med,1,0
TXN_015523,UPI,iOS,Tier 2,4G,11,907.5,med,1,1
TXN_015524,UPI,Android,Tier 1,Wifi,1,554.87,med,0,0
TXN_015525,UPI,Android,Tier 2,Wifi,1,859.61,med,0,1
TXN_015526,Card,iOS,Tier 3,4G,11,8892.47,high,3,1
TXN_015527,UPI,Desktop,Tier 2,4G,20,3195.14,high,4,0
TXN_015528,UPI,iOS,Tier 3,5G,4,762.7,med,0,1
TXN_015529,UPI,Android,Tier 3,5G,22,4046.86,high,1,1
TXN_015530,UPI,Android,Tier 2,4G,15,243.71,low,1,1
TXN_015531,UPI,Android,Tier 1,5G,4,2598.94,high,0,1
TXN_015532,Card,Android,Tier 1,4G,2,185.89,low,0,1
TXN_015533,Netbanking,Desktop,Tier 2,4G,5,87.86,low,1,0
TXN_015534,UPI,Desktop,Tier 2,4G,18,979.74,med,0,1
TXN_015535,UPI,iOS,Tier 3,5G,11,980.33,med,0,1
TXN_015536,UPI,Android,Tier 2,Wifi,7,2114.4,high,0,1
TXN_015537,Wallet,iOS,Tier 1,4G,5,2179.32,high,0,1
TXN_015538,UPI,Desktop,Tier 2,4G,13,5242.26,high,0,1
TXN_015539,UPI,Android,Tier 2,Wifi,22,869.69,med,0,0
TXN_015540,UPI,Android,Tier 1,4G,2,892.44,med,0,1
TXN_015541,Card,iOS,Tier 2,Wifi,10,3591.49,high,0,1
TXN_015542,Netbanking,Android,Tier 3,Wifi,6,217.42,low,0,0
TXN_015543,Netbanking,Desktop,Tier 1,4G,8,766.34,med,1,1
TXN_015544,Card,Android,Tier 1,4G,23,379.72,low,0,0
TXN_015545,UPI,Android,Tier 1,Wifi,10,264.49,low,1,1
TXN_015546,UPI,iOS,Tier 1,5G,12,1581.19,med,0,1
TXN_015547,UPI,Android,Tier 2,4G,17,314.94,low,0,1
TXN_015548,UPI,iOS,Tier 1,Wifi,9,474.71,low,0,1
TXN_015549,UPI,Android,Tier 3,4G,1,912.21,med,0,1
TXN_015550,UPI,Android,Tier 1,4G,6,1349.68,med,1,1
TXN_015551,UPI,Android,Tier 2,5G,14,4033.74,high,0,1
TXN_015552,Wallet,Android,Tier 1,5G,9,2661.96,high,0,1
TXN_015553,Card,iOS,Tier 3,4G,11,2380.26,high,0,0
TXN_015554,Netbanking,Desktop,Tier 2,4G,19,309.36,low,0,0
TXN_015555,Card,Android,Tier 3,5G,21,8924.43,high,0,1
TXN_015556,UPI,Android,Tier 2,5G,8,606.17,med,0,1
TXN_015557,Card,Android,Tier 2,Wifi,18,355.72,low,0,1
TXN_015558,UPI,Android,Tier 3,4G,21,366.49,low,0,1
TXN_015559,Card,Desktop,Tier 1,5G,5,70.01,low,1,0
TXN_015560,UPI,Android,Tier 2,4G,23,1549.79,med,0,1
TXN_015561,PayLater,Android,Tier 1,Wifi,22,105.09,low,0,1
TXN_015562,UPI,Android,Tier 3,4G,18,159.58,low,0,1
TXN_015563,UPI,Android,Tier 3,5G,0,7397.04,high,0,1
TXN_015564,Wallet,iOS,Tier 3,Wifi,1,5318.75,high,1,1
TXN_015565,UPI,Android,Tier 1,Wifi,14,210.95,low,1,1
TXN_015566,Card,Android,Tier 1,5G,10,268.59,low,0,0
TXN_015567,Card,iOS,Tier 1,5G,17,2487.12,high,0,1
TXN_015568,Netbanking,iOS,Tier 1,Wifi,0,125.49,low,2,0
TXN_015569,PayLater,iOS,Tier 1,Wifi,3,492.55,low,0,1
TXN_015570,PayLater,Desktop,Tier 1,5G,21,628.76,med,0,1
TXN_015571,UPI,Desktop,Tier 3,5G,3,159.98,low,0,1
TXN_015572,Netbanking,Android,Tier 2,4G,3,238.88,low,3,1
TXN_015573,Card,Android,Tier 2,4G,17,90.85,low,0,1
TXN_015574,Card,Android,Tier 2,4G,0,1506.33,med,1,0
TXN_015575,UPI,iOS,Tier 2,4G,6,421.55,low,0,1
TXN_015576,Card,Android,Tier 3,5G,13,69.89,low,0,1
TXN_015577,PayLater,Android,Tier 2,4G,15,2409.65,high,4,0
TXN_015578,Wallet,Android,Tier 1,4G,14,2348.18,high,1,0
TXN_015579,UPI,iOS,Tier 2,4G,4,1345.64,med,0,1
TXN_015580,UPI,Android,Tier 3,4G,12,4677.14,high,0,1
TXN_015581,UPI,Android,Tier 1,4G,4,2826.85,high,0,1
TXN_015582,Netbanking,Android,Tier 2,Wifi,17,1555.6,med,0,1
TXN_015583,Card,iOS,Tier 1,5G,21,362.13,low,0,1
TXN_015584,UPI,Android,Tier 1,4G,4,2825.51,high,0,1
TXN_015585,UPI,Android,Tier 3,4G,4,683.8,med,0,1
TXN_015586,UPI,Android,Tier 1,5G,5,284.74,low,4,1
TXN_015587,UPI,Android,Tier 1,5G,13,1181.92,med,0,1
TXN_015588,Wallet,Android,Tier 1,4G,1,965.6,med,0,1
TXN_015589,Card,Android,Tier 3,4G,14,1220.94,med,0,0
TXN_015590,UPI,Android,Tier 1,4G,15,1100.62,med,0,0
TXN_015591,UPI,iOS,Tier 3,4G,4,295.66,low,0,1
TXN_015592,UPI,Android,Tier 1,4G,15,291.81,low,1,1
TXN_015593,PayLater,Android,Tier 3,Wifi,0,2315.24,high,1,1
TXN_015594,UPI,iOS,Tier 3,Wifi,7,841.75,med,3,0
TXN_015595,UPI,Android,Tier 1,4G,0,135.47,low,0,1
TXN_015596,UPI,Android,Tier 1,Wifi,6,289.64,low,3,1
TXN_015597,Card,Android,Tier 1,3G,5,137.39,low,0,1
TXN_015598,Card,iOS,Tier 2,5G,7,1383.75,med,0,1
TXN_015599,Card,iOS,Tier 1,5G,4,1409.09,med,0,1
TXN_015600,UPI,Android,Tier 1,Wifi,14,182.34,low,0,1
TXN_015601,UPI,Android,Tier 1,4G,21,264.53,low,0,1
TXN_015602,UPI,Android,Tier 1,4G,19,1254.64,med,0,1
TXN_015603,Card,Android,Tier 1,3G,15,435.0,low,0,0
TXN_015604,UPI,Android,Tier 3,4G,16,191.77,low,0,1
TXN_015605,Card,Android,Tier 3,Wifi,10,2152.85,high,0,1
TXN_015606,Netbanking,Android,Tier 2,Wifi,22,709.49,med,0,0
TXN_015607,Wallet,Android,Tier 2,4G,1,59.96,low,4,0
TXN_015608,UPI,Android,Tier 2,5G,0,693.79,med,0,1
TXN_015609,UPI,Android,Tier 2,5G,16,12569.67,ultra_high,0,1
TXN_015610,UPI,Android,Tier 2,4G,0,1373.87,med,0,1
TXN_015611,Card,Android,Tier 2,4G,1,982.7,med,0,1
TXN_015612,Netbanking,iOS,Tier 2,5G,16,1254.66,med,2,1
TXN_015613,UPI,Android,Tier 2,4G,3,450.31,low,0,1
TXN_015614,UPI,Android,Tier 1,4G,11,366.32,low,0,1
TXN_015615,Netbanking,Android,Tier 1,4G,9,118.31,low,1,1
TXN_015616,Wallet,Android,Tier 1,5G,9,219.61,low,0,1
TXN_015617,UPI,Android,Tier 2,Wifi,14,3956.09,high,0,1
TXN_015618,Card,Desktop,Tier 1,5G,10,636.09,med,0,1
TXN_015619,UPI,Android,Tier 2,4G,6,2818.6,high,2,0
TXN_015620,UPI,Android,Tier 2,3G,9,64.81,low,0,1
TXN_015621,Wallet,Android,Tier 3,4G,18,749.38,med,0,1
TXN_015622,Netbanking,Desktop,Tier 1,4G,17,10544.95,ultra_high,0,1
TXN_015623,Netbanking,Desktop,Tier 2,4G,1,778.63,med,0,1
TXN_015624,UPI,Android,Tier 2,4G,6,1490.92,med,0,1
TXN_015625,Netbanking,Android,Tier 1,4G,13,307.3,low,3,1
TXN_015626,UPI,Android,Tier 2,4G,21,543.35,med,0,1
TXN_015627,UPI,Android,Tier 3,4G,10,630.01,med,0,1
TXN_015628,UPI,Android,Tier 1,5G,0,548.59,med,0,1
TXN_015629,UPI,iOS,Tier 3,4G,21,365.17,low,1,1
TXN_015630,Netbanking,iOS,Tier 3,5G,19,1292.68,med,0,1
TXN_015631,Card,Android,Tier 2,5G,4,76.74,low,0,1
TXN_015632,UPI,Android,Tier 2,4G,3,8699.29,high,0,1
TXN_015633,UPI,Android,Tier 2,Wifi,13,564.14,med,0,1
TXN_015634,UPI,Android,Tier 2,4G,2,227.24,low,1,1
TXN_015635,UPI,Android,Tier 3,4G,17,478.57,low,3,1
TXN_015636,Card,Android,Tier 1,4G,17,244.51,low,1,0
TXN_015637,Netbanking,Android,Tier 1,Wifi,3,281.61,low,1,1
TXN_015638,UPI,Android,Tier 1,5G,2,675.72,med,0,1
TXN_015639,UPI,iOS,Tier 2,5G,21,2551.82,high,1,1
TXN_015640,Card,Android,Tier 1,4G,9,3866.49,high,1,1
TXN_015641,Netbanking,Android,Tier 3,4G,15,1569.1,med,0,0
TXN_015642,UPI,Android,Tier 2,5G,2,308.23,low,0,1
TXN_015643,UPI,Android,Tier 3,Wifi,18,810.47,med,0,1
TXN_015644,Card,Desktop,Tier 1,5G,19,258.41,low,3,0
TXN_015645,UPI,iOS,Tier 1,4G,14,1029.92,med,0,1
TXN_015646,UPI,Android,Tier 1,4G,4,1600.35,med,4,1
TXN_015647,Card,Android,Tier 1,4G,10,3193.49,high,0,1
TXN_015648,Card,Android,Tier 2,5G,8,1174.05,med,0,0
TXN_015649,Card,Desktop,Tier 3,4G,12,569.3,med,0,1
TXN_015650,Card,Android,Tier 1,4G,10,1226.15,med,0,1
TXN_015651,Card,Android,Tier 2,5G,20,522.09,med,3,0
TXN_015652,UPI,Android,Tier 2,4G,13,621.86,med,0,1
TXN_015653,UPI,iOS,Tier 1,5G,0,2325.02,high,0,1
TXN_015654,UPI,Android,Tier 2,5G,8,1524.76,med,0,1
TXN_015655,UPI,Android,Tier 1,4G,12,713.74,med,0,1
TXN_015656,Card,Android,Tier 3,Wifi,1,693.89,med,2,1
TXN_015657,Netbanking,Desktop,Tier 2,5G,3,437.49,low,0,1
TXN_015658,PayLater,Android,Tier 1,4G,15,4378.75,high,0,1
TXN_015659,Card,Desktop,Tier 2,Wifi,9,3269.63,high,1,1
TXN_015660,UPI,Android,Tier 1,5G,5,3576.91,high,3,1
TXN_015661,UPI,Android,Tier 2,Wifi,8,747.23,med,1,1
TXN_015662,Netbanking,Desktop,Tier 3,5G,1,1327.42,med,2,0
TXN_015663,Card,Desktop,Tier 3,4G,0,1380.68,med,0,1
TXN_015664,Card,Android,Tier 1,4G,11,1569.97,med,1,1
TXN_015665,Netbanking,Android,Tier 1,5G,21,256.15,low,0,1
TXN_015666,Card,Android,Tier 2,4G,21,8731.67,high,0,0
TXN_015667,Netbanking,Android,Tier 3,Wifi,21,50.81,low,0,1
TXN_015668,UPI,Android,Tier 3,4G,15,221.36,low,0,1
TXN_015669,Card,Android,Tier 1,5G,1,128.42,low,0,0
TXN_015670,Netbanking,Android,Tier 2,4G,12,734.04,med,0,0
TXN_015671,UPI,Android,Tier 3,5G,7,1180.05,med,0,1
TXN_015672,Card,Android,Tier 1,5G,0,903.65,med,0,1
TXN_015673,UPI,Android,Tier 3,5G,4,102.57,low,1,1
TXN_015674,PayLater,Android,Tier 1,4G,9,1998.95,med,0,0
TXN_015675,UPI,Android,Tier 1,4G,2,610.24,med,2,1
TXN_015676,Card,Android,Tier 1,Wifi,10,970.37,med,0,1
TXN_015677,UPI,Android,Tier 2,Wifi,21,14192.03,ultra_high,0,1
TXN_015678,Card,Android,Tier 3,4G,4,658.24,med,0,1
TXN_015679,UPI,Android,Tier 2,4G,11,960.33,med,1,1
TXN_015680,UPI,Android,Tier 1,4G,11,333.94,low,0,1
TXN_015681,UPI,iOS,Tier 1,Wifi,12,3838.75,high,0,1
TXN_015682,Wallet,Android,Tier 2,4G,13,3520.56,high,0,1
TXN_015683,UPI,Android,Tier 2,4G,3,1401.15,med,1,1
TXN_015684,UPI,Android,Tier 2,4G,2,630.94,med,0,1
TXN_015685,Netbanking,Desktop,Tier 1,5G,16,798.13,med,0,0
TXN_015686,UPI,Android,Tier 2,Wifi,7,10556.41,ultra_high,0,1
TXN_015687,Wallet,iOS,Tier 3,4G,15,1923.94,med,4,0
TXN_015688,UPI,Android,Tier 2,4G,10,220.53,low,0,1
TXN_015689,Card,iOS,Tier 2,5G,4,1353.66,med,0,1
TXN_015690,UPI,Android,Tier 3,4G,15,874.15,med,0,1
TXN_015691,UPI,Android,Tier 2,4G,23,1053.37,med,4,1
TXN_015692,Card,Desktop,Tier 2,Wifi,8,747.27,med,1,1
TXN_015693,Card,Android,Tier 2,Wifi,12,1243.26,med,0,1
TXN_015694,Netbanking,Android,Tier 1,3G,7,874.75,med,0,1
TXN_015695,UPI,Android,Tier 2,4G,21,619.01,med,1,1
TXN_015696,UPI,Android,Tier 3,4G,23,1325.1,med,4,1
TXN_015697,UPI,iOS,Tier 1,5G,4,1017.95,med,0,1
TXN_015698,PayLater,Android,Tier 3,4G,8,5916.36,high,0,1
TXN_015699,UPI,iOS,Tier 2,4G,5,735.45,med,0,1
TXN_015700,UPI,iOS,Tier 2,4G,1,195.46,low,1,1
TXN_015701,UPI,Android,Tier 2,Wifi,6,2173.97,high,0,1
TXN_015702,Card,Android,Tier 2,5G,16,2769.09,high,0,1
TXN_015703,UPI,iOS,Tier 3,4G,11,113.29,low,0,1
TXN_015704,Wallet,Android,Tier 2,4G,0,1105.71,med,0,1
TXN_015705,UPI,Desktop,Tier 3,Wifi,14,661.19,med,0,1
TXN_015706,Wallet,iOS,Tier 2,Wifi,23,1691.86,med,2,1
TXN_015707,UPI,Android,Tier 2,5G,20,1622.92,med,0,1
TXN_015708,Card,iOS,Tier 3,4G,10,1557.61,med,1,0
TXN_015709,Wallet,Android,Tier 1,4G,9,2478.95,high,2,1
TXN_015710,UPI,Android,Tier 2,5G,15,1744.09,med,0,1
TXN_015711,PayLater,iOS,Tier 1,Wifi,8,5576.47,high,0,1
TXN_015712,UPI,iOS,Tier 3,4G,11,806.06,med,0,1
TXN_015713,Wallet,Android,Tier 2,5G,21,836.57,med,0,1
TXN_015714,Card,Android,Tier 3,4G,14,508.31,med,0,1
TXN_015715,UPI,Android,Tier 3,4G,15,494.78,low,0,0
TXN_015716,UPI,Android,Tier 1,4G,0,825.32,med,1,1
TXN_015717,UPI,Android,Tier 1,Wifi,5,2929.79,high,1,1
TXN_015718,UPI,Android,Tier 2,4G,12,774.03,med,1,1
TXN_015719,UPI,Android,Tier 2,4G,0,1154.9,med,0,1
TXN_015720,UPI,Desktop,Tier 1,4G,12,4673.95,high,0,1
TXN_015721,UPI,Android,Tier 1,Wifi,4,2922.75,high,0,1
TXN_015722,Netbanking,Android,Tier 2,5G,2,312.48,low,3,0
TXN_015723,UPI,iOS,Tier 1,4G,11,165.42,low,0,1
TXN_015724,UPI,iOS,Tier 3,4G,9,68.86,low,0,1
TXN_015725,Card,Desktop,Tier 3,5G,8,2794.7,high,0,1
TXN_015726,UPI,Android,Tier 3,4G,16,23.1,low,0,1
TXN_015727,UPI,Android,Tier 1,4G,5,443.46,low,0,1
TXN_015728,UPI,Android,Tier 1,Wifi,13,436.46,low,2,1
